"","type","amount","oldbalanceOrg","newbalanceOrig","oldbalanceDest","newbalanceDest","isFraud","type_CASH_IN","type_CASH_OUT","type_DEBIT","type_PAYMENT","type_TRANSFER"
"331","CASH_OUT",230934.63,46034.95,0,1335831.88,1566766.51,0,0,1,0,0,0
"332","PAYMENT",7616.62,151657.36,144040.74,0,0,0,0,0,0,1,0
"333","CASH_IN",11963.05,70682,82645.05,0,0,0,1,0,0,0,0
"334","PAYMENT",10376.45,25335,14958.55,0,0,0,0,0,0,1,0
"335","TRANSFER",995568.01,175048.1,0,998142.72,1993710.73,0,0,0,0,0,1
"336","TRANSFER",355907.13,0,0,602446.89,542963.38,0,0,0,0,0,1
"337","CASH_IN",30589.77,379614.01,410203.78,268261.61,237671.83,0,1,0,0,0,0
"338","TRANSFER",1017234.88,0,0,5411720.57,6428955.45,0,0,0,0,0,1
"339","CASH_OUT",10813.47,9855.9,0,309279.26,320092.74,0,0,1,0,0,0
"340","CASH_OUT",62616.68,243964.04,181347.36,92677.07,155293.76,0,0,1,0,0,0
"341","PAYMENT",998.06,7590.43,6592.37,0,0,0,0,0,0,1,0
"342","CASH_OUT",202042.97,0,0,1088576.28,1290619.25,0,0,1,0,0,0
"343","CASH_OUT",279809.64,23214,0,0,279809.64,0,0,1,0,0,0
"344","CASH_OUT",179007.65,165,0,0,179007.65,0,0,1,0,0,0
"345","CASH_IN",68081.01,52294,120375.01,3499748.86,3431667.86,0,1,0,0,0,0
"346","CASH_OUT",33824.52,30991,0,73952.36,107776.88,0,0,1,0,0,0
"347","PAYMENT",29092.9,0,0,0,0,0,0,0,0,1,0
"348","CASH_OUT",104529.31,20381.2,0,634093.21,738622.51,0,0,1,0,0,0
"349","TRANSFER",262515.63,0,0,1558382,1820897.63,0,0,0,0,0,1
"350","CASH_OUT",33718.26,0,0,1100280.45,1133998.7,0,0,1,0,0,0
"351","CASH_OUT",67374.01,12684,0,10631550.73,10698924.74,0,0,1,0,0,0
"352","PAYMENT",1952.45,18946,16993.55,0,0,0,0,0,0,1,0
"353","CASH_OUT",335873.35,49621,0,76263,412136.35,0,0,1,0,0,0
"354","CASH_OUT",230704.36,23300,0,1404779.22,1635483.58,0,0,1,0,0,0
"355","PAYMENT",2258.42,22919,20660.58,0,0,0,0,0,0,1,0
"356","CASH_OUT",163983.06,0,0,1707808.97,1871792.03,0,0,1,0,0,0
"357","CASH_OUT",215680.18,0,0,1166052.78,1381732.96,0,0,1,0,0,0
"358","TRANSFER",781551.1,89434,0,452039.6,1233590.7,0,0,0,0,0,1
"359","CASH_IN",20994.24,49405.31,70399.54,1632590.4,1611596.17,0,1,0,0,0,0
"360","PAYMENT",204.76,9975,9770.24,0,0,0,0,0,0,1,0
"361","CASH_IN",74796.87,10678,85474.87,450830.21,376033.34,0,1,0,0,0,0
"362","CASH_OUT",245129.5,99024,0,4192139.05,4648672.49,0,0,1,0,0,0
"363","PAYMENT",6609.1,51910,45300.9,0,0,0,0,0,0,1,0
"364","CASH_IN",116740.62,531899.39,648640.01,1374706.41,1257965.79,0,1,0,0,0,0
"365","CASH_OUT",201472.96,269,0,132180.64,333653.61,0,0,1,0,0,0
"366","CASH_OUT",31168.49,0,0,11052910.47,11084078.96,0,0,1,0,0,0
"367","CASH_OUT",328972.4,5591,0,675221.23,1004193.63,0,0,1,0,0,0
"368","CASH_IN",123872.03,5635007.59,5758879.62,1286586.55,1162714.52,0,1,0,0,0,0
"369","PAYMENT",9223.88,950,0,0,0,0,0,0,0,1,0
"370","PAYMENT",27671.95,29790,2118.05,0,0,0,0,0,0,1,0
"371","PAYMENT",20640.62,24073.65,3433.03,0,0,0,0,0,0,1,0
"372","CASH_OUT",208257.97,245050,36792.03,2385323.81,2593581.78,0,0,1,0,0,0
"373","TRANSFER",471545.68,0,0,1871173.23,2266854.99,0,0,0,0,0,1
"374","PAYMENT",11893.61,236575,224681.39,0,0,0,0,0,0,1,0
"375","PAYMENT",12381.98,229514,217132.02,0,0,0,0,0,0,1,0
"376","CASH_OUT",1440.67,72778,71337.33,0,1440.67,0,0,1,0,0,0
"377","PAYMENT",2369.89,65018,62648.11,0,0,0,0,0,0,1,0
"378","PAYMENT",4929.49,33644,28714.51,0,0,0,0,0,0,1,0
"379","PAYMENT",10596.98,491,0,0,0,0,0,0,0,1,0
"380","PAYMENT",16183.83,0,0,0,0,0,0,0,0,1,0
"381","CASH_IN",329032.23,15859,344891.23,60784.2,0,0,1,0,0,0,0
"382","CASH_IN",55839.42,8507554,8563393.42,2128780.54,2072941.12,0,1,0,0,0,0
"383","CASH_OUT",106811.38,357751,250939.62,112371.8,219183.18,0,0,1,0,0,0
"384","PAYMENT",15457,0,0,0,0,0,0,0,0,1,0
"385","CASH_IN",232676.4,3498058.88,3730735.29,5234299.36,5374526.06,0,1,0,0,0,0
"386","CASH_OUT",358690.65,0,0,507566.51,866257.16,0,0,1,0,0,0
"387","PAYMENT",10004.11,52233,42228.89,0,0,0,0,0,0,1,0
"388","PAYMENT",15685.68,0,0,0,0,0,0,0,0,1,0
"389","CASH_OUT",261938.23,2706,0,0,261938.23,0,0,1,0,0,0
"390","TRANSFER",236998.48,16317.83,0,1534392.93,1771391.41,0,0,0,0,0,1
"391","PAYMENT",15885.06,0,0,0,0,0,0,0,0,1,0
"392","PAYMENT",8818.62,35654,26835.38,0,0,0,0,0,0,1,0
"393","CASH_IN",72349.37,4247.1,76596.47,1463429.04,1391079.67,0,1,0,0,0,0
"394","CASH_OUT",154757.54,22526,0,0,154757.54,0,0,1,0,0,0
"395","CASH_IN",146820,37167,183987,4275470.37,4128650.37,0,1,0,0,0,0
"396","PAYMENT",23225.29,107733,84507.71,0,0,0,0,0,0,1,0
"397","CASH_OUT",204514.73,0,0,3475134.26,3679648.99,0,0,1,0,0,0
"398","TRANSFER",477756.54,0,0,849286.43,1327042.97,0,0,0,0,0,1
"399","TRANSFER",860245.19,0,0,1802877.15,2663122.34,0,0,0,0,0,1
"400","PAYMENT",8965.54,13403,4437.46,0,0,0,0,0,0,1,0
"401","CASH_OUT",228897.46,21818,0,204097.72,432995.18,0,0,1,0,0,0
"402","CASH_IN",111784.61,1795412.65,1907197.26,312608.18,0,0,1,0,0,0,0
"403","PAYMENT",471.97,412929.85,412457.87,0,0,0,0,0,0,1,0
"404","CASH_OUT",107045.02,0,0,2109980.53,2217025.55,0,0,1,0,0,0
"405","CASH_IN",56187.07,480,56667.07,326553.84,270366.77,0,1,0,0,0,0
"406","CASH_OUT",39771.34,0,0,4845927.24,4885698.57,0,0,1,0,0,0
"407","CASH_IN",147208.18,5665710.1,5812918.28,611265.45,464057.27,0,1,0,0,0,0
"408","CASH_OUT",87276.33,0,0,284231.87,371508.2,0,0,1,0,0,0
"409","CASH_IN",42098.87,17052116.04,17094214.91,801242.65,759143.78,0,1,0,0,0,0
"410","CASH_OUT",347325.29,0,0,348309.71,695635,0,0,1,0,0,0
"411","CASH_IN",342794.28,60003,402797.28,1534302.62,1191508.34,0,1,0,0,0,0
"412","CASH_OUT",528914.92,0,0,1415840.18,1944755.1,0,0,1,0,0,0
"413","CASH_OUT",134323.48,0,0,23690831.12,23808109.86,0,0,1,0,0,0
"414","CASH_OUT",112355.2,60143,0,7215.02,119570.22,0,0,1,0,0,0
"415","CASH_OUT",153558.01,23893,0,0,153558.01,0,0,1,0,0,0
"416","PAYMENT",10957.47,73804.83,62847.36,0,0,0,0,0,0,1,0
"417","CASH_OUT",368181.07,10560,0,1455330.18,1823511.25,0,0,1,0,0,0
"418","PAYMENT",11392.64,0,0,0,0,0,0,0,0,1,0
"419","CASH_OUT",52951.07,126,0,0,52951.07,0,0,1,0,0,0
"420","TRANSFER",2065543.49,0,0,2098691.25,4164234.74,0,0,0,0,0,1
"421","CASH_OUT",184897.85,93907,0,105519.36,290417.21,0,0,1,0,0,0
"422","CASH_IN",198753.21,580373.93,779127.13,2871137.82,2672384.61,0,1,0,0,0,0
"423","CASH_OUT",61890.91,384,0,0,61890.91,0,0,1,0,0,0
"424","CASH_OUT",230996.12,11140,0,0,230996.12,0,0,1,0,0,0
"425","CASH_OUT",132153.76,53,0,2269623.12,3373302.83,0,0,1,0,0,0
"426","PAYMENT",1854.98,9655,7800.02,0,0,0,0,0,0,1,0
"427","CASH_OUT",684610.75,786,0,80544.86,765155.61,0,0,1,0,0,0
"428","PAYMENT",16585.8,11368,0,0,0,0,0,0,0,1,0
"429","CASH_OUT",225386.65,4878,0,2347284.98,2572671.62,0,0,1,0,0,0
"430","CASH_OUT",85409.61,17292,0,244436.78,329846.39,0,0,1,0,0,0
"431","CASH_OUT",114239.89,0,0,317815.55,432055.44,0,0,1,0,0,0
"432","CASH_IN",248439.48,49501,297940.48,1167424.18,918984.7,0,1,0,0,0,0
"433","PAYMENT",7062.89,0,0,0,0,0,0,0,0,1,0
"434","PAYMENT",53494.83,68866.45,15371.62,0,0,0,0,0,0,1,0
"435","CASH_OUT",396217.5,0,0,8385600.88,8531759.12,0,0,1,0,0,0
"436","PAYMENT",3846.16,0,0,0,0,0,0,0,0,1,0
"437","CASH_IN",258771.82,95,258866.82,4671261.94,4412490.12,0,1,0,0,0,0
"438","CASH_OUT",151112.42,0,0,12544992.97,12696105.39,0,0,1,0,0,0
"439","PAYMENT",26158.04,41873,15714.96,0,0,0,0,0,0,1,0
"440","CASH_OUT",58965.77,0,0,267576.42,326542.19,0,0,1,0,0,0
"441","CASH_OUT",57855.15,0,0,297084.15,354939.3,0,0,1,0,0,0
"442","PAYMENT",9434.64,0,0,0,0,0,0,0,0,1,0
"443","CASH_OUT",307472.46,0,0,1418556.27,1726028.73,0,0,1,0,0,0
"444","CASH_OUT",273996.62,50635,0,210418.19,484414.81,0,0,1,0,0,0
"445","PAYMENT",23710.12,33475,9764.88,0,0,0,0,0,0,1,0
"446","PAYMENT",3122.9,0,0,0,0,0,0,0,0,1,0
"447","CASH_IN",181437.13,551691.67,733128.8,910058.56,728621.43,0,1,0,0,0,0
"448","DEBIT",688.66,0,0,1337.67,2026.33,0,0,0,1,0,0
"449","CASH_OUT",141791.38,563178,421386.62,498922,803043.18,0,0,1,0,0,0
"450","PAYMENT",12763.14,426,0,0,0,0,0,0,0,1,0
"451","PAYMENT",21106.41,0,0,0,0,0,0,0,0,1,0
"452","CASH_IN",177186.7,100143,277329.7,987969.17,810782.47,0,1,0,0,0,0
"453","CASH_IN",34763.85,10401,45164.85,511533.64,476769.79,0,1,0,0,0,0
"454","CASH_OUT",43961.62,0,0,370933.78,414895.4,0,0,1,0,0,0
"455","PAYMENT",4668.38,26960,22291.62,0,0,0,0,0,0,1,0
"456","PAYMENT",10702.29,22060,11357.71,0,0,0,0,0,0,1,0
"457","PAYMENT",1373.44,298453.3,297079.86,0,0,0,0,0,0,1,0
"458","CASH_OUT",12061.25,21955,9893.75,100096.15,112157.39,0,0,1,0,0,0
"459","CASH_OUT",312037.7,50517,0,0,312037.7,0,0,1,0,0,0
"460","CASH_IN",366223.39,4401271.33,4767494.71,2105740.06,1739516.67,0,1,0,0,0,0
"461","CASH_IN",353803.59,11649605.9,12003409.49,16512252.58,16158448.99,0,1,0,0,0,0
"462","CASH_OUT",286051.81,90846,0,226330.12,512381.93,0,0,1,0,0,0
"463","PAYMENT",9662.03,0,0,0,0,0,0,0,0,1,0
"464","CASH_IN",43054.58,17,43071.58,63708.36,20653.78,0,1,0,0,0,0
"465","CASH_OUT",242325.1,0,0,1104562.67,1346887.77,0,0,1,0,0,0
"466","PAYMENT",20437.84,143588,123150.16,0,0,0,0,0,0,1,0
"467","CASH_IN",151409.17,175158,326567.17,0,0,0,1,0,0,0,0
"468","CASH_OUT",69502.19,49529,0,418378.53,487880.72,0,0,1,0,0,0
"469","TRANSFER",1897432.32,0,0,4859185.14,6756617.47,0,0,0,0,0,1
"470","CASH_IN",188952.34,161,189113.34,385049.09,196096.76,0,1,0,0,0,0
"471","CASH_OUT",240318.41,0,0,2423952.18,2664270.59,0,0,1,0,0,0
"472","PAYMENT",18172.65,3129,0,0,0,0,0,0,0,1,0
"473","CASH_OUT",253666.66,70088,0,0,253666.66,0,0,1,0,0,0
"474","PAYMENT",8409.04,15719,7309.96,0,0,0,0,0,0,1,0
"475","PAYMENT",8623.45,6332,0,0,0,0,0,0,0,1,0
"476","CASH_OUT",89161.67,46961,0,1472283.31,1561444.98,0,0,1,0,0,0
"477","CASH_OUT",185224.19,297915,112690.81,440241.07,625465.27,0,0,1,0,0,0
"478","CASH_OUT",160215.51,218,0,72196,232411.51,0,0,1,0,0,0
"479","PAYMENT",4152.79,0,0,0,0,0,0,0,0,1,0
"480","CASH_OUT",48201.42,0,0,757690.49,805891.91,0,0,1,0,0,0
"481","CASH_OUT",122182.26,201910,79727.74,138202.02,260384.28,0,0,1,0,0,0
"482","PAYMENT",5897.55,45765.63,39868.08,0,0,0,0,0,0,1,0
"483","CASH_OUT",136831.36,81635,0,0,136831.36,0,0,1,0,0,0
"484","PAYMENT",15849.91,10253,0,0,0,0,0,0,0,1,0
"485","CASH_IN",238080.51,1685075.32,1923155.83,615468.35,377387.83,0,1,0,0,0,0
"486","CASH_IN",176137.4,6171,182308.4,33869.67,0,0,1,0,0,0,0
"487","PAYMENT",29885.61,0,0,0,0,0,0,0,0,1,0
"488","CASH_OUT",471075.91,0,0,6432583.59,6903659.5,0,0,1,0,0,0
"489","PAYMENT",9392.38,14909.61,5517.23,0,0,0,0,0,0,1,0
"490","CASH_OUT",213974.88,0,0,1430306.43,1644281.31,0,0,1,0,0,0
"491","TRANSFER",226047.88,0,0,1030356.71,1256404.58,0,0,0,0,0,1
"492","CASH_OUT",211552.53,99391,0,392784.34,604336.87,0,0,1,0,0,0
"493","CASH_IN",139192.24,5861965.93,6001158.17,5278922.17,5139729.93,0,1,0,0,0,0
"494","PAYMENT",5239.4,16475.65,11236.26,0,0,0,0,0,0,1,0
"495","TRANSFER",4580596.25,0,0,5882139.91,10462736.16,0,0,0,0,0,1
"496","PAYMENT",10300.33,20109,9808.67,0,0,0,0,0,0,1,0
"497","CASH_IN",45638.3,2146,47784.3,6811.42,0,0,1,0,0,0,0
"498","PAYMENT",3125.81,5007,1881.19,0,0,0,0,0,0,1,0
"499","PAYMENT",4141.12,0,0,0,0,0,0,0,0,1,0
"500","CASH_IN",261707.59,11492043.23,11753750.81,3908655.61,3646948.02,0,1,0,0,0,0
"501","PAYMENT",1874.15,0,0,0,0,0,0,0,0,1,0
"502","TRANSFER",713726.62,0,0,2794174.59,3507901.21,0,0,0,0,0,1
"503","PAYMENT",2722.5,152873.24,150150.74,0,0,0,0,0,0,1,0
"504","PAYMENT",354.5,0,0,0,0,0,0,0,0,1,0
"505","PAYMENT",23098.71,468,0,0,0,0,0,0,0,1,0
"506","CASH_IN",210495.87,1713594.76,1924090.62,805748.79,595252.92,0,1,0,0,0,0
"507","TRANSFER",233135.94,168007.63,0,671769.45,777042.72,0,0,0,0,0,1
"508","CASH_OUT",267152.62,11902,0,0,267152.62,0,0,1,0,0,0
"509","PAYMENT",15717.93,0,0,0,0,0,0,0,0,1,0
"510","PAYMENT",3516.27,0,0,0,0,0,0,0,0,1,0
"511","CASH_IN",12519.95,114067,126586.95,72978.74,60458.8,0,1,0,0,0,0
"512","CASH_IN",150312.18,198800.85,349113.02,2279957.67,2129645.49,0,1,0,0,0,0
"513","CASH_OUT",6593.28,0,0,1398959.43,1730214.89,0,0,1,0,0,0
"514","CASH_OUT",788.27,0,0,129967.18,130755.44,0,0,1,0,0,0
"515","PAYMENT",7742.51,0,0,0,0,0,0,0,0,1,0
"516","PAYMENT",13425.19,0,0,0,0,0,0,0,0,1,0
"517","PAYMENT",3327.58,101933,98605.42,0,0,0,0,0,0,1,0
"518","CASH_OUT",306886.68,161467,0,340328.61,647215.29,0,0,1,0,0,0
"519","CASH_OUT",18827.73,20496,1668.27,0,18827.73,0,0,1,0,0,0
"520","PAYMENT",32059.17,11873,0,0,0,0,0,0,0,1,0
"521","TRANSFER",50874.31,0,0,1472520.39,1523394.7,0,0,0,0,0,1
"522","PAYMENT",1673.85,0,0,0,0,0,0,0,0,1,0
"523","CASH_IN",167221.97,10895370.22,11062592.19,916528.19,749306.21,0,1,0,0,0,0
"524","CASH_IN",394727.6,6084,400811.6,4002662.4,3607934.8,0,1,0,0,0,0
"525","CASH_IN",128075.02,3178233.28,3306308.31,2802911.26,2674836.24,0,1,0,0,0,0
"526","CASH_IN",363586.97,23565511.29,23929098.25,3025083.35,2661496.38,0,1,0,0,0,0
"527","CASH_IN",73959,129784,203743,848201.47,774242.47,0,1,0,0,0,0
"528","PAYMENT",5698.41,156,0,0,0,0,0,0,0,1,0
"529","PAYMENT",6719.89,30910,24190.11,0,0,0,0,0,0,1,0
"530","TRANSFER",30953.08,101836,70882.92,54108.93,85062.01,0,0,0,0,0,1
"531","CASH_IN",3108,13869411.48,13872519.48,4440,1438131.36,0,1,0,0,0,0
"532","CASH_OUT",205776.55,17153.06,0,2732243.14,2938019.69,0,0,1,0,0,0
"533","CASH_OUT",324163.12,0,0,2312459.1,2636622.22,0,0,1,0,0,0
"534","CASH_OUT",4908.31,5962,1053.69,407020.19,411928.5,0,0,1,0,0,0
"535","CASH_OUT",180314.7,0,0,529208.82,709523.52,0,0,1,0,0,0
"536","CASH_IN",217846.27,18865419.32,19083265.59,1547748.29,1329902.02,0,1,0,0,0,0
"537","PAYMENT",13059.47,0,0,0,0,0,0,0,0,1,0
"538","CASH_IN",41121.04,4702605.3,4743726.34,694444.99,653323.95,0,1,0,0,0,0
"539","CASH_OUT",338518.18,405503,66984.82,2030028.57,2368546.75,0,0,1,0,0,0
"540","PAYMENT",4838.96,25982.86,21143.9,0,0,0,0,0,0,1,0
"541","PAYMENT",10917.94,66752,55834.06,0,0,0,0,0,0,1,0
"542","PAYMENT",37966.71,517582.43,479615.72,0,0,0,0,0,0,1,0
"543","CASH_OUT",176496.76,30540,0,94371.36,270868.12,0,0,1,0,0,0
"544","CASH_IN",330052.13,747,330799.13,134191.94,0,0,1,0,0,0,0
"545","CASH_IN",199820.65,28633120.56,28832941.21,1190396.54,990575.89,0,1,0,0,0,0
"546","PAYMENT",30334.85,0,0,0,0,0,0,0,0,1,0
"547","CASH_OUT",376524.75,22049,0,0,553847.61,0,0,1,0,0,0
"548","PAYMENT",467.2,36055.28,35588.09,0,0,0,0,0,0,1,0
"549","CASH_OUT",137674.47,122124,0,2790478.32,2928152.78,0,0,1,0,0,0
"550","TRANSFER",111264.16,90521,0,0,111264.16,0,0,0,0,0,1
"551","CASH_OUT",118153.36,11494,0,878287.97,996441.33,0,0,1,0,0,0
"552","PAYMENT",8654.27,0,0,0,0,0,0,0,0,1,0
"553","TRANSFER",1410175.37,127411,0,111299.39,1521474.76,0,0,0,0,0,1
"554","TRANSFER",232046.36,155026,0,0,232046.36,0,0,0,0,0,1
"555","PAYMENT",23638.56,0,0,0,0,0,0,0,0,1,0
"556","CASH_OUT",33441.29,0,0,212979.22,246420.52,0,0,1,0,0,0
"557","PAYMENT",9095.32,0,0,0,0,0,0,0,0,1,0
"558","TRANSFER",396201.49,91743,0,1018327.97,1414529.46,0,0,0,0,0,1
"559","CASH_IN",119899.68,290741,410640.68,663283.32,543383.63,0,1,0,0,0,0
"560","PAYMENT",5526.5,0,0,0,0,0,0,0,0,1,0
"561","CASH_OUT",45421.32,0,0,233324.73,278746.06,0,0,1,0,0,0
"562","CASH_IN",268449.96,1132,269581.96,0,0,0,1,0,0,0,0
"563","CASH_OUT",2608.53,812,0,59069.98,61678.51,0,0,1,0,0,0
"564","PAYMENT",14414.6,202,0,0,0,0,0,0,0,1,0
"565","CASH_OUT",328038.08,0,0,382909.05,710947.14,0,0,1,0,0,0
"566","PAYMENT",31621.9,51765,20143.1,0,0,0,0,0,0,1,0
"567","CASH_OUT",22228.96,0,0,2397308.02,2419536.97,0,0,1,0,0,0
"568","CASH_OUT",445901.39,1987,0,132980,853078.99,0,0,1,0,0,0
"569","CASH_OUT",97361.51,130889,33527.49,11106,108467.51,0,0,1,0,0,0
"570","CASH_OUT",42166.24,0,0,192201.92,234368.16,0,0,1,0,0,0
"571","CASH_OUT",320156.01,0,0,368547.84,688703.86,0,0,1,0,0,0
"572","PAYMENT",4498.55,0,0,0,0,0,0,0,0,1,0
"573","CASH_OUT",97932.31,0,0,161691.48,259623.79,0,0,1,0,0,0
"574","CASH_OUT",41005.24,0,0,7491891.94,7532897.18,0,0,1,0,0,0
"575","TRANSFER",883045.18,0,0,1083782.42,1966827.6,0,0,0,0,0,1
"576","TRANSFER",2211950.89,0,0,3420102.75,5632053.64,0,0,0,0,0,1
"577","PAYMENT",1311.06,0,0,0,0,0,0,0,0,1,0
"578","CASH_OUT",22033.59,495050,473016.41,108989.5,131023.09,0,0,1,0,0,0
"579","CASH_OUT",234188.83,0,0,7130600.18,7364789.01,0,0,1,0,0,0
"580","PAYMENT",24800.2,0,0,0,0,0,0,0,0,1,0
"581","PAYMENT",24622.02,0,0,0,0,0,0,0,0,1,0
"582","TRANSFER",2138525.59,763115.88,0,5849646.96,8400678.92,0,0,0,0,0,1
"583","CASH_IN",113394.22,349615.45,463009.66,359103.3,245709.08,0,1,0,0,0,0
"584","CASH_OUT",26910.55,0,0,185914.63,212825.18,0,0,1,0,0,0
"585","PAYMENT",5680.56,232439,226758.44,0,0,0,0,0,0,1,0
"586","PAYMENT",7380.93,10828,3447.07,0,0,0,0,0,0,1,0
"587","PAYMENT",9204.7,0,0,0,0,0,0,0,0,1,0
"588","PAYMENT",10197.64,6228.63,0,0,0,0,0,0,0,1,0
"589","CASH_IN",377960.88,4107079.57,4485040.45,1606075.29,1228114.4,0,1,0,0,0,0
"590","PAYMENT",20043.13,4816,0,0,0,0,0,0,0,1,0
"591","CASH_OUT",178295.47,21033,0,482187.24,660482.71,0,0,1,0,0,0
"592","PAYMENT",12808.25,8012,0,0,0,0,0,0,0,1,0
"593","PAYMENT",3784.35,0,0,0,0,0,0,0,0,1,0
"594","CASH_OUT",38537.21,62050.73,23513.52,723060.09,761597.3,0,0,1,0,0,0
"595","CASH_OUT",33611.91,0,0,175823.91,228390.48,0,0,1,0,0,0
"596","CASH_IN",315014.71,3960.76,318975.47,12291692.13,11976677.42,0,1,0,0,0,0
"597","CASH_OUT",115068.58,0,0,655633.12,770701.7,0,0,1,0,0,0
"598","CASH_IN",321873.64,2842357.42,3164231.06,11897615.93,11575742.29,0,1,0,0,0,0
"599","PAYMENT",48632.75,11569,0,0,0,0,0,0,0,1,0
"600","TRANSFER",204912.19,0,0,1535585.36,1740497.55,0,0,0,0,0,1
"601","CASH_IN",129013.79,329648,458661.79,10233.36,0,0,1,0,0,0,0
"602","CASH_OUT",48163.68,10174,0,0,48163.68,0,0,1,0,0,0
"603","PAYMENT",9638.45,0,0,0,0,0,0,0,0,1,0
"604","CASH_IN",9970.81,254650,264620.81,0,0,0,1,0,0,0,0
"605","PAYMENT",6158.24,11080,4921.76,0,0,0,0,0,0,1,0
"606","PAYMENT",3934.09,0,0,0,0,0,0,0,0,1,0
"607","PAYMENT",4653.83,0,0,0,0,0,0,0,0,1,0
"608","TRANSFER",603692.52,0,0,5899615.9,6503308.42,0,0,0,0,0,1
"609","CASH_IN",167400.17,11480,178880.17,1078831.92,911431.75,0,1,0,0,0,0
"610","CASH_OUT",398187.53,0,0,9990729.06,10388916.59,0,0,1,0,0,0
"611","CASH_OUT",16600.95,20536,3935.05,0,16600.95,0,0,1,0,0,0
"612","CASH_OUT",303166.6,203058,0,884032.34,1187198.94,0,0,1,0,0,0
"613","PAYMENT",31506.57,0,0,0,0,0,0,0,0,1,0
"614","CASH_IN",416656.1,226471,643127.1,254263.43,0,0,1,0,0,0,0
"615","PAYMENT",30670.44,0,0,0,0,0,0,0,0,1,0
"616","CASH_IN",79046.2,1005,80051.2,858875.82,779829.62,0,1,0,0,0,0
"617","CASH_OUT",274613.15,126477,0,0,274613.15,0,0,1,0,0,0
"618","CASH_OUT",248826.39,106185,0,560251.2,809077.59,0,0,1,0,0,0
"619","PAYMENT",2402.74,194247,191844.26,0,0,0,0,0,0,1,0
"620","CASH_OUT",143305.79,423386.72,280080.93,269729.09,413034.88,0,0,1,0,0,0
"621","CASH_OUT",93051.83,0,0,762690.07,855741.89,0,0,1,0,0,0
"622","CASH_IN",45134.78,49696,94830.78,1174195.47,1129060.69,0,1,0,0,0,0
"623","CASH_IN",30870.03,10124,40994.03,1504015.61,1588268.46,0,1,0,0,0,0
"624","CASH_OUT",138323.23,0,0,628251.77,766575,0,0,1,0,0,0
"625","CASH_OUT",46808.7,0,0,69167.02,115975.72,0,0,1,0,0,0
"626","PAYMENT",8111.98,30554,22442.02,0,0,0,0,0,0,1,0
"627","CASH_OUT",56949.99,0,0,142078.3,199028.29,0,0,1,0,0,0
"628","CASH_OUT",211249.75,32569,0,0,211249.75,0,0,1,0,0,0
"629","PAYMENT",27959.69,301474,273514.31,0,0,0,0,0,0,1,0
"630","PAYMENT",16200.4,13063.9,0,0,0,0,0,0,0,1,0
"631","TRANSFER",714318.14,3945,0,288210.01,1002528.14,0,0,0,0,0,1
"632","PAYMENT",3585.66,560184.06,556598.4,0,0,0,0,0,0,1,0
"633","CASH_OUT",448661.06,320341,0,55345.19,504006.26,0,0,1,0,0,0
"634","CASH_OUT",106578.34,0,0,751907.81,858486.16,0,0,1,0,0,0
"635","TRANSFER",86684.29,784.85,0,1808136.75,1894821.04,0,0,0,0,0,1
"636","PAYMENT",12288.18,0,0,0,0,0,0,0,0,1,0
"637","PAYMENT",10164.42,51990,41825.58,0,0,0,0,0,0,1,0
"638","TRANSFER",536430.7,237948.03,0,1709640.42,2246071.12,0,0,0,0,0,1
"639","CASH_IN",376436.54,61540,437976.54,0,0,0,1,0,0,0,0
"640","CASH_IN",78895.68,415224.53,494120.21,483064.11,404168.43,0,1,0,0,0,0
"641","PAYMENT",13650.28,67848.67,54198.39,0,0,0,0,0,0,1,0
"642","CASH_OUT",2377.75,0,0,1537597.49,1539975.24,0,0,1,0,0,0
"643","CASH_OUT",378348.88,281,0,94660.29,473009.16,0,0,1,0,0,0
"644","PAYMENT",24516.81,0,0,0,0,0,0,0,0,1,0
"645","CASH_OUT",18782.07,32004.24,13222.17,36215.62,54997.68,0,0,1,0,0,0
"646","CASH_IN",152134.99,10191,162325.99,0,0,0,1,0,0,0,0
"647","PAYMENT",684.26,10146,9461.74,0,0,0,0,0,0,1,0
"648","CASH_OUT",144986.29,0,0,2706923.17,2851909.46,0,0,1,0,0,0
"649","CASH_IN",118375.29,433309,551684.29,433881.48,315506.19,0,1,0,0,0,0
"650","CASH_IN",144641.85,30459704.62,30604346.47,3395898.01,3251256.16,0,1,0,0,0,0
"651","CASH_OUT",226748.78,104274,0,735418.36,962167.13,0,0,1,0,0,0
"652","CASH_OUT",27012.25,0,0,611153.95,967265.67,0,0,1,0,0,0
"653","CASH_OUT",130165.02,0,0,1553237.68,1238246.62,0,0,1,0,0,0
"654","CASH_OUT",317159.2,0,0,464222.92,781382.11,0,0,1,0,0,0
"655","CASH_IN",43960.39,203391,247351.39,0,0,0,1,0,0,0,0
"656","CASH_OUT",118253.42,0,0,428656.76,295298.17,0,0,1,0,0,0
"657","PAYMENT",6238.01,0,0,0,0,0,0,0,0,1,0
"658","CASH_OUT",295643.52,214102,0,0,384631.69,0,0,1,0,0,0
"659","CASH_IN",60593.28,14906,75499.28,473532.85,412939.57,0,1,0,0,0,0
"660","PAYMENT",6617.46,216423.66,209806.2,0,0,0,0,0,0,1,0
"661","CASH_OUT",291445.12,0,0,1213997.72,1505442.84,0,0,1,0,0,0
"662","PAYMENT",1416.39,33958,32541.61,0,0,0,0,0,0,1,0
